,[Measurement,Info,Unnamed: 2,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
1310,19:19:47,40.012097,116.476359,-88.94795918367346,-98.77500000000002,-99.43499999999999,-104.57699999999996,-99.117,-122.38799999999993,-121.429,-121.95499999999998,-121.80899999999995,-121.42547959183666
1312,19:19:47,40.012091999999996,116.476377,-88.27755102040817,-101.59799999999997,-102.99699999999999,-103.58900000000006,-101.28800000000003,-122.403,-122.25000000000001,-122.94999999999996,-122.99400000000003,-122.55677551020409
1313,19:19:48,40.012087,116.476394,-87.00510204081631,-97.83899999999996,-102.02899999999998,-101.62800000000001,-106.23899999999999,-122.13000000000002,-122.238,-120.72199999999997,-122.57800000000002,-122.50105102040816
1315,19:19:50,40.012051,116.47651599999999,-89.37551020408165,-104.68799999999997,-102.561,-107.29899999999992,-100.76800000000001,-122.71799999999996,-122.61999999999998,-123.31100000000002,-123.70399999999997,-123.14975510204081
1316,19:19:50,40.012046000000005,116.47653500000001,-88.0673469387755,-94.15800000000002,-91.28,-96.60000000000002,-98.76099999999998,-122.52200000000002,-122.55099999999999,-122.71800000000002,-122.412,-121.92867346938775
1317,19:19:50,40.012040999999996,116.47655300000001,-92.66020408163266,-91.71700000000003,-90.176,-97.52699999999999,-93.03900000000003,-122.67600000000007,-122.68700000000003,-123.26100000000001,-123.58599999999998,-123.03360204081632
1318,19:19:51,40.012036,116.47657199999999,-93.87551020408165,-100.376,-97.98500000000004,-100.20200000000001,-99.85200000000003,-122.32999999999997,-122.36900000000001,-121.931,-123.21799999999996,-123.00775510204085
1319,19:19:51,40.012029999999996,116.47659099999998,-91.87653061224488,-97.156,-94.20900000000002,-94.13900000000004,-103.61399999999996,-122.773,-122.65500000000002,-123.382,-123.70900000000007,-123.18676530612241
1321,19:19:51,40.012025,116.47661000000001,-88.24693877551019,-93.53700000000002,-99.85900000000004,-91.49499999999996,-94.37399999999994,-122.92499999999997,-122.88599999999998,-123.42700000000002,-123.82800000000002,-122.35846938775512
1322,19:19:52,40.012018,116.476628,-92.73979591836735,-94.18899999999996,-100.58399999999997,-95.939,-101.61599999999999,-122.87799999999996,-122.71,-123.37600000000006,-123.90000000000002,-123.50039795918372
1323,19:19:52,40.012012,116.47664499999999,-91.22244897959183,-96.50100000000003,-99.5,-93.32199999999999,-95.271,-123.04900000000004,-122.88099999999999,-123.44400000000007,-123.78100000000002,-122.27322448979594
1324,19:19:52,40.012005,116.47666299999999,-89.60714285714288,-102.545,-99.38700000000003,-95.98799999999996,-98.15700000000001,-123.15499999999999,-122.90700000000002,-123.40400000000005,-123.80699999999996,-122.64707142857142
1325,19:19:52,40.011998999999996,116.476681,-91.61224489795916,-99.29900000000002,-96.546,-92.29800000000003,-96.91699999999996,-123.04299999999999,-122.48299999999998,-123.05099999999999,-123.97099999999996,-123.55412244897956
1326,19:19:53,40.011992,116.476699,-92.13265306122447,-94.36,-103.14200000000001,-100.83400000000002,-101.045,-123.11399999999999,-122.91900000000004,-123.40900000000002,-123.89300000000003,-123.53632653061226
1327,19:19:53,40.011984999999996,116.476717,-93.15612244897959,-98.668,-102.12200000000003,-105.84100000000001,-102.417,-123.17199999999994,-122.88600000000002,-123.39,-123.913,-123.54256122448979
1329,19:19:53,40.011978000000006,116.476735,-97.64999999999999,-100.15599999999999,-104.58299999999997,-106.77200000000002,-102.693,-123.10999999999996,-122.991,-123.53300000000002,-124.02299999999997,-123.65250000000006
1330,19:19:54,40.011971,116.476752,-98.05816326530613,-106.435,-103.22300000000003,-105.50899999999997,-108.13199999999993,-123.23500000000004,-123.04499999999999,-123.54000000000002,-124.00599999999999,-123.66658163265309
1331,19:19:55,40.011943,116.47681999999999,-95.98265306122448,-105.06000000000007,-106.13699999999997,-104.48000000000002,-111.60500000000006,-123.03699999999994,-122.87299999999998,-123.56299999999997,-123.93199999999999,-123.5838265306122
1333,19:19:56,40.011927,116.47686200000001,-102.62040816326534,-104.749,-104.944,-107.42899999999996,-109.03999999999995,-123.017,-122.53400000000002,-122.985,-123.85400000000006,-122.73320408163265
1334,19:19:56,40.011914000000004,116.4769,-102.46326530612245,-102.037,-104.16200000000002,-107.92899999999997,-109.24199999999999,-122.89699999999999,-122.87100000000004,-123.43599999999996,-123.619,-121.60663265306123
1335,19:19:56,40.011908,116.476918,-102.03061224489792,-101.819,-102.71399999999998,-106.191,-111.74499999999998,-121.88900000000001,-122.37499999999996,-122.79900000000002,-123.96899999999998,-121.89830612244896
1336,19:19:57,40.011894,116.47695900000001,-104.50918367346938,-96.28299999999997,-98.309,-96.88600000000001,-105.80399999999997,-122.39000000000004,-122.05199999999996,-122.931,-124.03399999999999,-121.87409183673475
1338,19:19:57,40.011887,116.476977,-99.53265306122448,-96.70899999999997,-99.80300000000001,-100.76700000000001,-102.08200000000005,-123.57299999999998,-122.84899999999996,-122.87900000000002,-124.01600000000006,-124.00932653061226
1339,19:19:58,40.01188,116.47699399999999,-98.58571428571425,-95.25299999999999,-100.41300000000005,-104.588,-112.39400000000002,-123.69500000000002,-123.566,-123.51400000000001,-123.74099999999993,-124.03085714285712
1340,19:19:58,40.011873,116.477011,-101.23265306122444,-103.47899999999994,-105.91700000000003,-106.98600000000002,-110.85199999999995,-123.61000000000001,-123.48300000000005,-121.84299999999999,-124.05400000000004,-124.01832653061224
1341,19:19:58,40.011866,116.477028,-101.73877551020402,-100.61900000000001,-109.91899999999998,-110.15599999999995,-112.24899999999998,-123.64900000000002,-123.546,-123.432,-124.01300000000003,-124.064387755102
1342,19:19:59,40.011859,116.47704499999999,-99.9204081632653,-105.87600000000002,-106.77100000000002,-110.83999999999997,-111.40700000000001,-123.42900000000003,-123.54400000000005,-123.57599999999996,-124.01599999999999,-124.0432040816326
1343,19:19:59,40.011852000000005,116.47706200000002,-99.30408163265304,-105.40999999999998,-105.37100000000005,-110.01700000000001,-111.41100000000002,-123.68599999999995,-123.48599999999996,-123.49400000000001,-123.33299999999994,-124.04304081632648
1345,19:19:59,40.011845,116.477079,-98.59387755102041,-103.95699999999997,-106.02099999999999,-107.67599999999997,-115.22000000000001,-123.706,-123.53300000000002,-123.50100000000002,-123.40800000000004,-123.80893877551021
1346,19:20:00,40.011839,116.47709499999999,-98.62653061224486,-99.963,-104.44499999999998,-107.405,-112.46399999999994,-123.65499999999996,-123.459,-123.51699999999997,-124.02400000000003,-123.59626530612252
1347,19:20:00,40.011833,116.47711000000001,-99.58877551020409,-103.67500000000001,-106.69899999999994,-108.96699999999996,-111.66700000000003,-123.79500000000002,-123.52800000000006,-123.574,-123.50800000000001,-123.46988775510205
1348,19:20:00,40.011827000000004,116.477126,-97.39591836734694,-104.807,-104.17999999999998,-106.67500000000001,-107.33600000000003,-123.75299999999999,-123.49899999999998,-123.51700000000004,-123.90300000000005,-123.77895918367346
1349,19:20:00,40.011821000000005,116.47714099999999,-98.96734693877545,-106.376,-105.96999999999991,-107.552,-110.34200000000003,-123.80100000000002,-123.41900000000001,-123.47400000000002,-123.95399999999994,-123.99067346938777
1350,19:20:01,40.011815999999996,116.477157,-97.53979591836735,-104.79800000000002,-103.15100000000002,-105.93100000000003,-110.21600000000001,-123.88199999999999,-123.57399999999993,-123.56000000000006,-123.70299999999996,-123.78839795918367
1351,19:20:01,40.01181,116.477173,-97.83571428571425,-102.546,-106.73800000000007,-105.66300000000001,-113.45100000000004,-123.80499999999998,-123.53399999999998,-123.58000000000006,-123.98000000000008,-123.72035714285707
1353,19:20:02,40.011798,116.4772,-101.58469387755103,-106.168,-109.89800000000001,-110.95499999999998,-109.38000000000002,-123.87899999999998,-123.58400000000003,-123.50500000000004,-124.04599999999999,-122.49484693877554
1354,19:20:02,40.011792,116.47721299999999,-98.94489795918368,-107.27400000000003,-105.75799999999992,-110.97400000000007,-108.19499999999998,-123.81099999999994,-123.00399999999999,-123.02499999999998,-123.94099999999999,-123.40344897959183
1356,19:20:02,40.011787,116.477226,-99.18775510204088,-105.70699999999997,-103.117,-106.67099999999999,-111.47100000000002,-123.806,-123.49499999999998,-123.472,-123.97899999999996,-124.01487755102042
1357,19:20:03,40.011781,116.47723799999999,-97.82448979591835,-105.24699999999999,-104.72499999999998,-105.066,-109.62900000000002,-123.892,-123.541,-123.50000000000001,-123.95199999999998,-123.92724489795911
1358,19:20:03,40.011776,116.47725,-96.76122448979594,-105.41999999999996,-105.51000000000005,-104.90099999999998,-112.07800000000003,-123.85700000000001,-123.59499999999994,-122.80799999999998,-123.92900000000003,-123.91061224489795
1359,19:20:03,40.01177,116.47726200000001,-99.35204081632651,-107.15599999999996,-107.75200000000004,-107.82600000000001,-109.06400000000005,-123.84299999999993,-123.58599999999998,-123.464,-124.07600000000001,-124.08652040816325
1360,19:20:04,40.011765000000004,116.477274,-95.76428571428573,-105.38999999999999,-101.66899999999998,-106.93299999999998,-106.50999999999998,-123.83300000000001,-123.56100000000004,-123.51399999999998,-124.061,-123.99764285714288
1361,19:20:04,40.011759000000005,116.477286,-98.26326530612246,-107.72700000000005,-100.45499999999998,-102.963,-106.726,-123.76799999999999,-123.46400000000003,-123.44399999999995,-123.15300000000003,-120.51963265306124
1362,19:20:04,40.011753999999996,116.477298,-99.23571428571427,-106.81100000000002,-106.68600000000002,-103.53099999999999,-107.71800000000002,-123.251,-122.69900000000001,-123.01200000000006,-123.92700000000006,-123.88835714285715
1364,19:20:04,40.01175,116.477309,-104.01632653061225,-102.48999999999997,-105.88700000000006,-104.501,-107.71500000000003,-123.58699999999995,-123.65599999999999,-123.56599999999997,-123.93799999999996,-124.05216326530608
1365,19:20:05,40.011746,116.477319,-106.12448979591835,-100.75299999999999,-104.19499999999995,-103.27000000000002,-106.45599999999999,-123.715,-123.54099999999998,-123.57400000000003,-123.70699999999995,-123.82924489795919
1366,19:20:05,40.011742,116.47733000000001,-102.03877551020413,-103.61299999999997,-105.339,-109.02099999999994,-104.85100000000006,-123.70100000000002,-123.40699999999998,-123.61399999999999,-123.75700000000002,-122.50338775510203
1367,19:20:05,40.011738,116.47733999999998,-101.90102040816328,-106.97100000000002,-102.76700000000001,-100.74499999999998,-103.63800000000003,-123.66399999999996,-122.53099999999999,-122.74700000000001,-122.101,-116.44801020408163
1368,19:20:06,40.011734000000004,116.47735,-99.00612244897954,-103.21099999999997,-100.10299999999998,-103.10200000000005,-106.054,-122.25800000000001,-122.00599999999993,-123.50000000000001,-124.00800000000001,-122.04606122448985
1369,19:20:06,40.01173,116.47736,-100.55816326530613,-100.06599999999995,-105.94600000000004,-103.541,-106.26899999999996,-123.77600000000005,-123.542,-123.56199999999998,-124.05000000000004,-124.02858163265311
1370,19:20:06,40.011726,116.47737,-103.10000000000001,-98.01899999999999,-103.07999999999998,-106.78200000000002,-110.85099999999997,-123.84299999999999,-123.585,-123.575,-124.02900000000001,-123.42099999999999
1372,19:20:07,40.011712,116.477407,-102.02857142857144,-98.80700000000003,-102.90799999999997,-104.42800000000001,-105.50399999999998,-123.80499999999996,-123.58599999999997,-123.47399999999998,-124.07100000000003,-124.09328571428567
1374,19:20:08,40.011702,116.477429,-96.11836734693875,-102.21800000000002,-101.03099999999996,-107.59299999999998,-105.28299999999999,-123.92099999999994,-123.56199999999998,-123.57300000000004,-124.02599999999998,-123.62618367346938
1375,19:20:09,40.011697999999996,116.47743899999999,-93.97755102040814,-105.00300000000001,-101.308,-103.88699999999999,-104.03300000000002,-123.79100000000003,-123.54899999999996,-123.569,-123.90099999999998,-123.24377551020409
1376,19:20:09,40.011696,116.47744399999999,-101.60204081632648,-107.26100000000004,-101.12700000000001,-101.77599999999998,-104.95200000000001,-123.83600000000003,-123.54799999999994,-123.564,-124.04999999999998,-124.01802040816328
1378,19:20:09,40.011694,116.477448,-102.28877551020412,-99.848,-95.11400000000003,-101.16899999999998,-105.123,-123.84800000000001,-123.54899999999999,-123.58399999999992,-124.00900000000001,-123.70888775510198
1379,19:20:10,40.011692,116.477452,-101.97448979591839,-99.568,-94.53999999999998,-93.70499999999998,-111.515,-123.80199999999999,-123.61800000000002,-123.75699999999999,-124.39600000000006,-124.21274489795913
1380,19:20:10,40.011689000000004,116.477456,-104.87346938775512,-101.31100000000002,-104.85300000000005,-107.95699999999995,-107.62200000000001,-123.84,-123.67000000000007,-123.85700000000004,-124.43999999999997,-124.24873469387751
1381,19:20:10,40.011687,116.47745900000001,-100.40306122448972,-101.14799999999997,-104.181,-109.335,-103.55399999999996,-123.816,-123.69200000000002,-123.88700000000004,-124.413,-124.19403061224487
1382,19:20:11,40.011685,116.47746299999999,-101.32448979591838,-107.00100000000002,-101.42499999999998,-106.87100000000002,-106.82799999999999,-123.81400000000006,-123.71599999999997,-123.863,-123.86399999999996,-124.0602448979592
1383,19:20:11,40.011683000000005,116.47746699999999,-97.930612244898,-108.16000000000003,-109.74200000000002,-108.191,-112.07300000000001,-123.86300000000003,-123.67400000000002,-123.91400000000004,-124.45500000000001,-124.08030612244896
1385,19:20:11,40.011681,116.47747,-99.18367346938771,-107.145,-104.03700000000005,-100.73000000000003,-100.38599999999998,-123.88399999999997,-123.681,-123.90300000000003,-124.43999999999997,-123.9828367346939
1386,19:20:12,40.011681,116.477473,-101.68775510204082,-100.161,-95.743,-102.588,-113.67599999999999,-123.74300000000005,-123.59900000000002,-123.82199999999999,-124.48300000000003,-124.11787755102044
1387,19:20:12,40.011681,116.477476,-98.42755102040815,-97.53300000000002,-101.70399999999997,-110.02900000000004,-110.92399999999996,-123.84600000000002,-123.65499999999999,-123.88700000000003,-124.48499999999999,-124.16627551020407
1388,19:20:12,40.011681,116.477478,-95.32346938775505,-107.00500000000002,-106.131,-110.35099999999998,-106.51899999999998,-123.85999999999999,-123.68499999999995,-123.86299999999996,-124.44900000000003,-124.13923469387751
1390,19:20:12,40.011681,116.47748,-96.41632653061225,-99.53300000000002,-91.07800000000005,-101.23000000000003,-109.58499999999998,-123.72999999999995,-123.51600000000003,-123.78200000000001,-124.42,-123.50516326530618
1391,19:20:14,40.011681,116.47748600000001,-93.57551020408167,-103.109,-106.96600000000002,-102.98400000000005,-115.74199999999995,-123.79799999999999,-123.65099999999997,-123.85000000000002,-124.49400000000007,-124.17875510204081
1393,19:20:15,40.01168,116.47748700000001,-97.75204081632654,-100.76399999999998,-105.303,-104.05599999999997,-107.58200000000001,-123.92099999999996,-123.73799999999994,-123.94400000000002,-124.192,-124.15652040816327
1394,19:20:15,40.01168,116.477488,-96.48163265306121,-100.22800000000002,-101.73200000000003,-99.26799999999997,-106.35999999999999,-123.645,-123.50800000000001,-123.79999999999997,-124.215,-123.08381632653067
1395,19:20:15,40.01168,116.477488,-92.38061224489797,-102.50499999999998,-101.744,-102.86900000000003,-105.28800000000005,-123.456,-123.25600000000006,-123.87200000000003,-124.194,-123.39580612244896
1396,19:20:15,40.01168,116.47748899999999,-93.05000000000004,-100.69600000000005,-99.22800000000001,-101.38799999999999,-104.51899999999996,-123.86300000000003,-123.477,-123.73900000000005,-122.21699999999993,-117.32549999999996
